Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
@CNN,Thu Apr 26 18:30:26 +0000 2018,"RT @CNNSitRoom: It’s a ""victory for all sexual assault survivors, female and male, it’s a victory for womanhood. I thank the jury so much f…",-0.3182,0.095,0.76,0.144,65
@CNN,Thu Apr 26 18:15:08 +0000 2018,Bill Cosby walks out of the courtroom after he was found guilty on all three counts in his indecent assault trial… https://t.co/giwKCvOTKk,-0.765,0.0,0.752,0.248,66
@CNN,Thu Apr 26 17:57:10 +0000 2018,BREAKING: Bill Cosby has been convicted of all three counts against him in his indecent assault trial… https://t.co/xtimJ9CZ3S,-0.5859,0.0,0.817,0.183,67
@CNN,Thu Apr 26 17:50:10 +0000 2018,"JUST IN: The jury in the Bill Cosby indecent assault trial has reached a verdict, according to media reports… https://t.co/FIVe71wHje",-0.4215,0.132,0.702,0.167,68
@CNN,Thu Apr 26 17:42:33 +0000 2018,"This teacher takes home just $320/week — less than her teen daughter makes as a nanny.

Arizona teachers explain wh… https://t.co/i7Q8gYVhd0",0.0,0.0,1.0,0.0,69
@CNN,Thu Apr 26 17:32:32 +0000 2018,"President Trump will visit the United Kingdom in July, the White House and Downing Street announce… https://t.co/XhSYk9zHK7",0.4215,0.149,0.851,0.0,70
@CNN,Thu Apr 26 17:14:12 +0000 2018,JUST IN: The Senate confirms Mike Pompeo as President Trump's second secretary of state https://t.co/17dFuL4HKk https://t.co/pJhkF21SDW,0.0,0.0,1.0,0.0,71
@CNN,Thu Apr 26 17:00:25 +0000 2018,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/kLpOHOCfMp,0.0,0.0,1.0,0.0,72
@CNN,Thu Apr 26 16:47:23 +0000 2018,EPA Administrator Scott Pruitt says the controversial sound proof booth installed at his office is not the type use… https://t.co/CBwH4rWyQL,-0.2023,0.0,0.913,0.087,73
@CNN,Thu Apr 26 16:36:22 +0000 2018,These kids were being bullied. Then a photographer transformed them into Avengers superheroes… https://t.co/SpTOH0vdax,-0.6249,0.0,0.745,0.255,74
@CNN,Thu Apr 26 16:20:06 +0000 2018,French President Macron concedes it's going to take way more work to keep US President Trump in the Iran nuclear de… https://t.co/zc4IOY7bxd,0.0,0.0,1.0,0.0,75
@CNN,Thu Apr 26 16:10:02 +0000 2018,"Some classes of drugs used to treat depression, Parkinson's and urinary incontinence are tied to a 30% higher demen… https://t.co/2lzjuvy4K7",-0.25,0.115,0.726,0.158,76
@CNN,Thu Apr 26 16:00:16 +0000 2018,These are the possible crimes linked to the alleged Golden State Killer https://t.co/5w9xZeZbKt https://t.co/4JNOhKAwrp,-0.6486,0.0,0.751,0.249,77
@CNN,Thu Apr 26 15:50:09 +0000 2018,"""Incel"" is short for ""involuntarily celibate."" It's a movement of men who believe they have been unfairly denied se… https://t.co/ghHsCExBWG",-0.4404,0.0,0.861,0.139,78
@CNN,Thu Apr 26 15:40:06 +0000 2018,South Korea's foreign minister says she believes President Trump is largely responsible for bringing North Korean l… https://t.co/X4Gbow2Fql,0.3182,0.119,0.881,0.0,79
@CNN,Thu Apr 26 15:30:04 +0000 2018,"President Trump acknowledges for the first time that his personal attorney, Michael Cohen, is representing him with… https://t.co/djhP2I8iqH",0.0,0.0,1.0,0.0,80
@CNN,Thu Apr 26 15:19:26 +0000 2018,5 things we learned from the Ronny Jackson debacle https://t.co/7JtTEek18C https://t.co/wkO5EwxEFb,0.0,0.0,1.0,0.0,81
@CNN,Thu Apr 26 15:06:35 +0000 2018,President Trump and first lady Melania Trump are hosting an event for the Wounded Warrior Project in the East Room… https://t.co/023Oi6lA0y,0.0,0.0,1.0,0.0,82
@CNN,Thu Apr 26 15:05:22 +0000 2018,"James Comey thinks Donald Trump is empty, desperate for affirmation and lacks the confidence to be humble -- but he… https://t.co/khja8JYlYj",0.0258,0.093,0.776,0.131,83
@CNN,Thu Apr 26 14:54:41 +0000 2018,"RT @CNNPolitics: “I was not aware of the amount,” EPA chief Scott Pruitt says when asked whether he knew about the pay raises for agency ai…",-0.1027,0.0,0.947,0.053,84
@CNN,Thu Apr 26 14:50:04 +0000 2018,"President Trump says he's been too busy to get Melania a birthday present, but adds he did get the first lady ""a be… https://t.co/XEy9i911i3",0.0,0.0,1.0,0.0,85
@CNN,Thu Apr 26 14:40:10 +0000 2018,How Richard Branson went from high-school dropout to billionaire entrepreneur https://t.co/kfeVfLEQ3r https://t.co/iUJKvtX73L,0.0,0.0,1.0,0.0,86
@CNN,Thu Apr 26 14:30:01 +0000 2018,"Dr. Ronny Jackson will stay on as White House physician for now, a White House official says https://t.co/g2oxJ9Mf1u",0.0,0.0,1.0,0.0,87
@CNN,Thu Apr 26 14:20:09 +0000 2018,A federal judge in Washington state has issued a permanent injunction that blocks the Trump administration from sla… https://t.co/qc3xHERCn8,-0.2263,0.0,0.894,0.106,88
@CNN,Thu Apr 26 14:10:08 +0000 2018,"Just hours after he pried a rifle from a gunman who opened fire at a Waffle House near Nashville, James Shaw Jr. la… https://t.co/jMyRUfYjRD",-0.34,0.0,0.893,0.107,89
@CNN,Thu Apr 26 14:00:06 +0000 2018,White House physician Dr. Ronny Jackson withdraws his nomination to serve as Secretary for Veterans Affairs… https://t.co/Ah9c5TuYzK,0.0,0.0,1.0,0.0,90
@CNN,Thu Apr 26 13:50:04 +0000 2018,"President Trump takes shots at the FBI and the Justice Department, hinting at ""some point"" he might step in and tak… https://t.co/hd3ILj20U5",0.5267,0.139,0.861,0.0,91
@CNN,Thu Apr 26 13:41:07 +0000 2018,"RT @CNNnewsroom: Democratic Rep. Paul Tonko on EPA Chief Scott Pruitt: There's ""an avalanche of reports about an abuse of power, unethical…",-0.6369,0.0,0.833,0.167,92
@CNN,Thu Apr 26 13:40:08 +0000 2018,"Embattled EPA chief Scott Pruitt believes members of the administration are actively trying to get rid of him, two… https://t.co/2dE28tJIpz",0.3182,0.108,0.892,0.0,93
@CNN,Thu Apr 26 13:30:09 +0000 2018,Why a 'federal jobs guarantee' is gaining steam with Democrats https://t.co/GdakRyHiyX https://t.co/B9KoptGMD0,0.5859,0.348,0.652,0.0,94
@CNN,Thu Apr 26 13:22:26 +0000 2018,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/YFnCAYWD13,0.0,0.0,1.0,0.0,95
@CNN,Thu Apr 26 13:10:00 +0000 2018,"In a statement announcing his withdrawal as VA secretary nominee, White House doctor Ronny Jackson slammed allegati… https://t.co/rJr1J5Hz2z",0.0258,0.064,0.936,0.0,96
@CNN,Thu Apr 26 12:58:21 +0000 2018,"President Trump denies he told former FBI Director James Comey that he didn't spend a night in Moscow: ""Of course I… https://t.co/WHH605jT14",-0.4215,0.0,0.877,0.123,97
@CNN,Thu Apr 26 12:50:40 +0000 2018,Fox News host reacts to President Trump attacking the Department of Justice: “It’s your Justice Department. Mr. Pre… https://t.co/kUDC27MAJf,0.5859,0.264,0.62,0.116,98
@CNN,Thu Apr 26 12:37:33 +0000 2018,President Trump on his longtime personal attorney Michael Cohen: “He represents me like with this crazy Stormy Dani… https://t.co/tDc7A8SBi6,0.0258,0.114,0.776,0.11,99
@CNN,Thu Apr 26 12:29:59 +0000 2018,President Trump on Dr. Ronny Jackson withdrawing his nomination as the next secretary of Veterans Affairs: “I saw w… https://t.co/B2Kb7qncXP,0.0,0.0,1.0,0.0,100
@FoxNews,Fri Apr 27 00:40:40 +0000 2018,NOW: South Korean President Moon Jae-in meets North Korean leader Kim Jong Un for a historic summit.… https://t.co/qxhBR2Bl3J,0.0,0.0,1.0,0.0,1
@FoxNews,Fri Apr 27 00:38:40 +0000 2018,BREAKING: North Korea's Kim Jong Un crosses border into South Korea to meet Moon Jae-in for historic summit… https://t.co/oX1sPEdos2,0.0,0.0,1.0,0.0,2
@FoxNews,Fri Apr 27 00:32:36 +0000 2018,RT @FoxBusiness: #BreakingNews: South Korean President Moon Jae-in meets North Korean leader Kim Jong Un for a historic summit. https://t.c…,0.0,0.0,1.0,0.0,3
@FoxNews,Fri Apr 27 00:22:32 +0000 2018,Cleveland Browns select Baker Mayfield with No. 1 pick in NFL Draft https://t.co/zwZytIqnEC,-0.296,0.0,0.833,0.167,4
@FoxNews,Fri Apr 27 00:15:37 +0000 2018,Maine deputy's suspected killer seen in new photos; $20G reward announced https://t.co/NphJBNj7BZ,-0.3612,0.196,0.476,0.328,5
@FoxNews,Fri Apr 27 00:12:22 +0000 2018,".@TGowdySC on @Comey #SpecialReport interview: ""Jim Comey has a definition of the word 'leak' that no one else has.… https://t.co/bgLrLawqGG",-0.296,0.0,0.891,0.109,6
@FoxNews,Fri Apr 27 00:05:51 +0000 2018,".@TGowdySC on @Comey interview: ""Dir. Comey's recollection is flawed if he does not remember telling Congress that… https://t.co/unoTm8M7Ki",0.0,0.0,1.0,0.0,7
@FoxNews,Fri Apr 27 00:01:44 +0000 2018,'He's Just Wrong': @Comey Pushes Back on Trump Claims He Was a 'Leaker &amp; Liar' https://t.co/FpOwG2E6bA,-0.5106,0.0,0.809,0.191,8
@FoxNews,Thu Apr 26 23:54:25 +0000 2018,"Golden State Killer caught using relative's DNA from genealogy websites, prosecutors say https://t.co/i8kidSSm0F",-0.6486,0.0,0.736,0.264,9
@FoxNews,Thu Apr 26 23:52:43 +0000 2018,".@BretBaier: ""When did you learn that the DNC and Hillary Clinton campaign had funded Christopher Steele's work?""… https://t.co/Gr1sIUqYwi",0.0,0.0,1.0,0.0,10
@FoxNews,Thu Apr 26 23:51:50 +0000 2018,".@KarlRove: ""The only reason that there are positive signals coming out of North Korea is the harshness of the sanc… https://t.co/FtU6wuAD6j",0.5574,0.153,0.847,0.0,11
@FoxNews,Thu Apr 26 23:50:11 +0000 2018,".@BretBaier: ""When did you learn that the DNC and Hillary Clinton campaign had funded Christopher Steele's work?""… https://t.co/7osibiWLN3",0.0,0.0,1.0,0.0,12
@FoxNews,Thu Apr 26 23:47:20 +0000 2018,"Bill Bennett on Trump-Macron relationship: ""@POTUS is marching on. His foreign policy objectives are strong...This… https://t.co/xRRjkcHnaF",0.0,0.0,1.0,0.0,13
@FoxNews,Thu Apr 26 23:38:46 +0000 2018,"Search suspended for boy, 4, swept away to sea off North Carolina coast https://t.co/WRbWm4wSc1",-0.4767,0.0,0.807,0.193,14
@FoxNews,Thu Apr 26 23:29:48 +0000 2018,".@marcthiessen on Bill Cosby verdict: ""The lesson of all of this is, is if you stick with it, if you don't give up,… https://t.co/5f0A73yuSi",0.1531,0.065,0.935,0.0,15
@FoxNews,Thu Apr 26 23:24:09 +0000 2018,".@CLewandowski_ on Ronny Jackson: ""I think it's the very worst that Washington DC has to offer. This is a man who s… https://t.co/53ga49jPbf",-0.659,0.0,0.827,0.173,16
@FoxNews,Thu Apr 26 23:19:20 +0000 2018,".@CLewandowski_ on @Comey interview: ""This is a man who is trying to justify the leaking of classified information,… https://t.co/k3lmWVsvto",0.0,0.0,1.0,0.0,17
@FoxNews,Thu Apr 26 23:16:18 +0000 2018,".@BretBaier on @Comey interview: ""The other thing that struck me about the interview is when he said...had he not b… https://t.co/BldimOjC5j",-0.25,0.0,0.909,0.091,18
@FoxNews,Thu Apr 26 23:02:05 +0000 2018,James Comey claims release of memo contents not a 'leak' in Fox News interview https://t.co/okUpH9LXoL,0.0,0.0,1.0,0.0,19
@FoxNews,Thu Apr 26 23:00:01 +0000 2018,".@BretBaier: ""You see the disparity here where people look at how the Clinton case was handled and how the Trump ca… https://t.co/od5AibQiCw",0.0,0.0,1.0,0.0,20
@FoxNews,Thu Apr 26 22:57:00 +0000 2018,".@Comey: ""I don't consider what I did with Mr. Richman a leak. I told him about an unclassified conversation with… https://t.co/BZHkCQH13g",-0.34,0.0,0.876,0.124,21
@FoxNews,Thu Apr 26 22:55:00 +0000 2018,".@BretBaier: ""Did you tell President Obama that the dossier, who it was funded by?""

@Comey: ""No, not to my recolle… https://t.co/1PObbDXI4s",0.0,0.0,1.0,0.0,22
@FoxNews,Thu Apr 26 22:49:18 +0000 2018,".@Comey: ""New York and @FBI headquarters became aware that there may be some connection between Weiner's laptop and… https://t.co/sJjTYdt5G6",0.0,0.0,1.0,0.0,23
@FoxNews,Thu Apr 26 22:45:00 +0000 2018,".@Comey: ""That was my intention, to serve another six years."" #SpecialReport https://t.co/WXk6LGTh9S",0.0,0.0,1.0,0.0,24
@FoxNews,Thu Apr 26 22:43:36 +0000 2018,".@BretBaier: ""What was the insurance policy Deputy Dir. McCabe, Strzok, and Page were discussing in his office?""… https://t.co/MkyfRAV8lj",0.0,0.0,1.0,0.0,25
@FoxNews,Thu Apr 26 22:41:12 +0000 2018,".@BretBaier: ""You see the disparity here where people look at how the Clinton case was handled and how the Trump ca… https://t.co/3pq48HCGrP",0.0,0.0,1.0,0.0,26
@FoxNews,Thu Apr 26 22:39:09 +0000 2018,".@Comey: ""I still believe [Andrew McCabe] stood tall."" #SpecialReport https://t.co/C7fmRS1pI7",0.0,0.0,1.0,0.0,27
@FoxNews,Thu Apr 26 22:36:07 +0000 2018,".@Comey: ""Facts really do matter."" #SpecialReport https://t.co/SWRXd4UbQc",0.0,0.0,1.0,0.0,28
@FoxNews,Thu Apr 26 22:33:50 +0000 2018,".@Comey: ""I don't consider what I did with Mr. Richman a leak. I told him about an unclassified conversation with… https://t.co/GCBoZWu8XL",-0.34,0.0,0.876,0.124,29
@FoxNews,Thu Apr 26 22:30:17 +0000 2018,".@BretBaier: ""Is it fair to say that President Obama and his inner circle knew a lot more about the dossier and the… https://t.co/EhF86M5vpi",0.3182,0.099,0.901,0.0,30
@FoxNews,Thu Apr 26 22:27:45 +0000 2018,".@Comey: ""I didn't ever brief President Obama on the dossier."" #SpecialReport https://t.co/MbJ8tWvdiy",0.0,0.0,1.0,0.0,31
@FoxNews,Thu Apr 26 22:27:09 +0000 2018,".@BretBaier: ""Did you tell President Obama that the dossier, who it was funded by?""

@Comey: ""No, not to my recolle… https://t.co/ri5pdJ0hat",0.0,0.0,1.0,0.0,32
@FoxNews,Thu Apr 26 22:23:00 +0000 2018,".@Comey: ""New York and @FBI headquarters became aware that there may be some connection between Weiner's laptop and… https://t.co/7fIg13GYFW",0.0,0.0,1.0,0.0,33
@FoxNews,Thu Apr 26 22:20:37 +0000 2018,".@BretBaier: ""Why did you allow Cheryl Mills, Sec. Clinton's chief of staff, to sit in the interview?""

@Comey: ""My… https://t.co/dQcUBD2u6R",0.2263,0.091,0.909,0.0,34
@FoxNews,Thu Apr 26 22:18:17 +0000 2018,".@Comey: ""Why did we do the [@HillaryClinton] interview at the end? That's fairly typical for a subject interview i… https://t.co/dJYRs2WjXr",0.0,0.0,1.0,0.0,35
@FoxNews,Thu Apr 26 22:16:43 +0000 2018,".@BretBaier: ""Is it true that you and your @FBI colleagues made the decision to exonerate Sec. Clinton well before… https://t.co/A5w8oYN1Rx",0.7717,0.312,0.688,0.0,36
@FoxNews,Thu Apr 26 22:15:43 +0000 2018,.@Comey speaks to @BretBaier on @SpecialReport right now - Tune in to Fox News Channel! https://t.co/TRd21SVQ3C,0.0,0.0,1.0,0.0,37
@FoxNews,Thu Apr 26 22:00:01 +0000 2018,"TUNE IN: Former @FBI Director James @Comey sits down with @BretBaier on ""Special Report"" right now on Fox News Chan… https://t.co/gpKHTDNYp7",0.4019,0.119,0.881,0.0,38
@FoxNews,Thu Apr 26 21:58:15 +0000 2018,Family suing American Airlines over death of 25-year-old woman https://t.co/BoYN5NmDEZ,-0.7184,0.0,0.571,0.429,39
@FoxNews,Thu Apr 26 21:58:04 +0000 2018,Mexican rapper reportedly admits to dissolving students' bodies in acid https://t.co/asBx7txEYP,0.296,0.18,0.82,0.0,40
@FoxNews,Thu Apr 26 21:42:50 +0000 2018,"MOMENTS AWAY:  @BretBaier's interview with former @FBI Director James @Comey, tonight at 6p ET on Fox News Channel.… https://t.co/3YMfhEL8mn",0.0,0.0,1.0,0.0,41
@FoxNews,Thu Apr 26 21:35:54 +0000 2018,".@POTUS: ""Kanye looks and he sees black unemployment at the lowest it's been in the history of this country. Okay?… https://t.co/URelfZSK0I",-0.6705,0.0,0.776,0.224,42
@FoxNews,Thu Apr 26 21:30:00 +0000 2018,"MUST SEE: Tune in to @BretBaier's interview with former FBI Director James @Comey, tonight at 6p ET on Fox News Cha… https://t.co/kSaoHi0RCG",0.0,0.0,1.0,0.0,43
@FoxNews,Thu Apr 26 21:22:29 +0000 2018,"This picture of a pre-prom prayer sparks anger, surprising reporter who posted it. https://t.co/dwhrv7NG1W",-0.3818,0.125,0.655,0.22,44
@FoxNews,Thu Apr 26 21:11:23 +0000 2018,.@kimguilfoyle breaks down the Bill Cosby guilty verdict and what happens next. https://t.co/jn84ydmy9k https://t.co/6PS51PDebd,-0.296,0.098,0.732,0.171,45
@FoxNews,Thu Apr 26 21:10:00 +0000 2018,Oklahoma House passes 'Constitutional Carry' gun bill https://t.co/7BBzglS9AK,-0.34,0.0,0.745,0.255,46
@FoxNews,Thu Apr 26 21:02:52 +0000 2018,"Arizona Congresswoman-elect @DebbieLesko on Democratic criticism: ""The bottom line is I won."" https://t.co/Wfn6B9lkyN",-0.4404,0.0,0.791,0.209,47
@FoxNews,Thu Apr 26 20:55:24 +0000 2018,JUST IN: Recovered Strzok-Page text messages have been delivered to congressional committees. https://t.co/9AToXE0MLW,0.0,0.0,1.0,0.0,48
@FoxNews,Thu Apr 26 20:51:41 +0000 2018,.@kanyewest let @johnlegend know he means business when he says he supports President @realDonaldTrump.… https://t.co/Y6HMAaTFFV,0.3612,0.152,0.848,0.0,49
@FoxNews,Thu Apr 26 20:39:35 +0000 2018,".@Jehmu on the Cosby verdict: ""I think it's a good day for victims"" #Cavuto https://t.co/xtjXjTMimR",0.296,0.253,0.618,0.129,50
@FoxNews,Thu Apr 26 20:30:01 +0000 2018,Otto Warmbier's parents sue North Korea for torturing and murdering their son. https://t.co/eNpxitg1gQ,-0.8519,0.0,0.57,0.43,51
@FoxNews,Thu Apr 26 20:25:18 +0000 2018,.@chancetherapper on @realDonaldTrump-@kanyewest friendship: 'Black people don't have to be democrats'… https://t.co/Zc8v0oaeZl,0.4404,0.209,0.791,0.0,52
@FoxNews,Thu Apr 26 20:25:16 +0000 2018,".@RepKinzinger: ""We can't understate how important this moment is with North Korea."" #Cavuto https://t.co/AHmy4L9U5s",-0.1511,0.0,0.891,0.109,53
@FoxNews,Thu Apr 26 20:16:05 +0000 2018,"In an interview on @foxandfriends, @POTUS wished @FLOTUS a happy birthday. https://t.co/TWZPWX2Gdj",0.5719,0.27,0.73,0.0,54
@FoxNews,Thu Apr 26 20:08:25 +0000 2018,"On @foxandfriends, President @realDonaldTrump criticized former FBI Director James Comey, saying he is ""guilty of c… https://t.co/bdx5Omcdop",-0.6486,0.0,0.739,0.261,55
@FoxNews,Thu Apr 26 20:02:48 +0000 2018,"Moments ago, @PressSec Sarah Sanders released photos of just-confirmed Secretary of State Mike Pompeo meeting Kim J… https://t.co/LIkq6wQKT1",0.0,0.0,1.0,0.0,56
@FoxNews,Thu Apr 26 19:52:35 +0000 2018,Former prosecutor explains why this Bill Cosby sexual assault retrial turned out differently: https://t.co/WIpEIuNYRa,-0.5859,0.0,0.774,0.226,57
@FoxNews,Thu Apr 26 19:42:01 +0000 2018,"DA Kevin Steele on Bill Cosby's courtroom outburst: ""You got to see a brief view of who he was."" https://t.co/CO0vmKM1Eh",0.0,0.0,1.0,0.0,58
@FoxNews,Thu Apr 26 19:28:21 +0000 2018,RIGHT NOW: Bill Cosby arrives home after guilty verdict. https://t.co/jn84ydmy9k https://t.co/INtXb8sIDY,-0.296,0.119,0.672,0.209,59
@FoxNews,Thu Apr 26 19:26:51 +0000 2018,This new court sketch depicts the Bill Cosby verdict in a Pennsylvania courthouse today. Cosby was found guilty of… https://t.co/WJuXDHhYGU,-0.296,0.075,0.794,0.131,60
@FoxNews,Thu Apr 26 19:25:24 +0000 2018,"Moments after comedian Bill Cosby was found guilty of sexual assault, his attorney Tom Mesereau denounced the verdi… https://t.co/bH2lGIZUAN",-0.6124,0.103,0.635,0.262,61
@FoxNews,Thu Apr 26 19:20:03 +0000 2018,"""We are very disappointed by the verdict. We don't think Mr. Cosby's guilty of anything, and the fight is not over.… https://t.co/bzXFeyf8TD",-0.8016,0.056,0.634,0.31,62
@FoxNews,Thu Apr 26 19:10:31 +0000 2018,Montgomery County prosecutors hold a news conference after Bill Cosby was found guilty of sexual assault.… https://t.co/Z1djuQB6xQ,-0.4215,0.0,0.843,0.157,63
@FoxNews,Thu Apr 26 19:06:46 +0000 2018,".@kimguilfoyle: ""Expect that [Bill Cosby] will in fact appeal this case."" https://t.co/jn84ydmy9k https://t.co/TaNkkpoFX3",0.0,0.0,1.0,0.0,64
@FoxNews,Thu Apr 26 19:00:03 +0000 2018,TONIGHT: Don't miss @BretBaier's interview with former FBI Director James @Comey on #SpecialReport at 6p ET.… https://t.co/AComwaekHj,0.1139,0.083,0.917,0.0,65
@FoxNews,Thu Apr 26 18:59:56 +0000 2018,"Bill Cosby lashes out in profane rant after being found guilty of drugging, assaulting woman in 2004
https://t.co/6cZE6oRS7A",-0.8176,0.0,0.638,0.362,66
@FoxNews,Thu Apr 26 18:51:31 +0000 2018,"""It is a victory for all sexual assault survivors."" 

Bill Cosby accusers made remarks shortly after the comedian w… https://t.co/0KHFmksUuP",-0.296,0.111,0.726,0.162,67
@FoxNews,Thu Apr 26 18:48:02 +0000 2018,.@ShepNewsTeam: Bill Cosby's passport has been removed. https://t.co/jn84ydmy9k https://t.co/oiYzo6IkV7,0.0,0.0,1.0,0.0,68
@FoxNews,Thu Apr 26 18:47:27 +0000 2018,Bill Cosby exits the courthouse after being found guilty on 3 sexual assault charges. https://t.co/exrFTK5rxq,-0.8271,0.0,0.558,0.442,69
@FoxNews,Thu Apr 26 18:46:13 +0000 2018,Cosby attorney: The fight is not over. https://t.co/jn84ydmy9k https://t.co/Khdkh95GbP,-0.3818,0.0,0.755,0.245,70
@FoxNews,Thu Apr 26 18:29:58 +0000 2018,".@GloriaAllred: ""They took the risks so that their truth could be known, so that their truth could be believed, and… https://t.co/CfDy1lqK85",0.4638,0.203,0.714,0.083,71
@FoxNews,Thu Apr 26 18:28:34 +0000 2018,".@GloriaAllred: ""It's been a very long journey but this an her-storic result. This was her-story. Not his-story, no… https://t.co/AiT9kNa1YS",0.0,0.0,1.0,0.0,72
@FoxNews,Thu Apr 26 18:26:48 +0000 2018,".@GloriaAllred: ""The jury in this second criminal trial found that they believed women."" https://t.co/jn84ydmy9k https://t.co/AHyL7kDED4",-0.5267,0.0,0.805,0.195,73
@FoxNews,Thu Apr 26 18:26:06 +0000 2018,".@GloriaAllred: ""After all is said and done, women were finally believed."" https://t.co/jn84ydmy9k https://t.co/rPhpP8Gx10",0.0,0.0,1.0,0.0,74
@FoxNews,Thu Apr 26 18:25:33 +0000 2018,".@GloriaAllred: ""We're very, very happy and proud of this result. Beginning in late 2014, the accusers of Mr. Cosby… https://t.co/AT9B3MESy0",0.8241,0.298,0.702,0.0,75
@FoxNews,Thu Apr 26 18:24:34 +0000 2018,"Judge in Michael Cohen case allows 'special master' to review seized files, Stormy enters fray- via @brookefoxnews 
https://t.co/ZhSQOh6Ic8",0.4019,0.137,0.863,0.0,76
@FoxNews,Thu Apr 26 18:23:14 +0000 2018,News conference outside courtroom where Bill Cosby has been found guilty on all 3 counts of sexual assault charges.… https://t.co/xj47oVTCVs,-0.765,0.0,0.72,0.28,77
@FoxNews,Thu Apr 26 18:22:24 +0000 2018,"Outside courthouse where Bill Cosby has just been found guilty. For full live coverage, tune in to Fox News Channel… https://t.co/MKQ6gagdzI",-0.4215,0.0,0.877,0.123,78
@FoxNews,Thu Apr 26 18:20:27 +0000 2018,.@kaplanli details Bill Cosby's outburst in the courtroom. https://t.co/jn84ydmy9k https://t.co/t6gdko944Y,0.0,0.0,1.0,0.0,79
@FoxNews,Thu Apr 26 18:19:12 +0000 2018,"Bill Cosby, just found guilty, faces up to 30 years in prison. https://t.co/jn84ydmy9k https://t.co/j9sDkPhNpa",-0.7269,0.0,0.663,0.337,80
@FoxNews,Thu Apr 26 18:11:54 +0000 2018,"Bill Cosby, moments after being found guilty. https://t.co/jn84ydmy9k https://t.co/dWxhU6pgWF",-0.4215,0.0,0.741,0.259,81
@FoxNews,Thu Apr 26 18:11:05 +0000 2018,Andrea Constand leaves the courtroom after Bill Cosby found guilty. https://t.co/jn84ydmy9k https://t.co/MHAp2SiFVt,-0.4215,0.0,0.797,0.203,82
@FoxNews,Thu Apr 26 18:05:26 +0000 2018,Cosby guilty: Jury rules comedian sexually assaulted Andrea Constand https://t.co/mrnwbF60br,-0.5574,0.165,0.443,0.392,83
@FoxNews,Thu Apr 26 17:55:58 +0000 2018,Cosby guilty: Jury rules comedian sexually assaulted Andrea Constand https://t.co/jn84ydmy9k https://t.co/8TLK58Y9gn,-0.5574,0.155,0.476,0.369,84
@FoxNews,Thu Apr 26 17:53:37 +0000 2018,BREAKING NEWS: Bill Cosby found guilty in sexual assault trial.  https://t.co/nDuzWkm0Dt,-0.765,0.0,0.577,0.423,85
@FoxNews,Thu Apr 26 17:50:47 +0000 2018,BREAKING NEWS: Bill Cosby found guilty on all 3 counts. https://t.co/tuAQmvVLY8,-0.4215,0.0,0.763,0.237,86
@FoxNews,Thu Apr 26 17:49:18 +0000 2018,"BREAKING NEWS: Jury has reached verdict in Bill Cosby trial - for full live coverage, tune in to Fox News Channel! https://t.co/Pj7ZVYv8r6",0.3164,0.148,0.852,0.0,87
@FoxNews,Thu Apr 26 17:48:51 +0000 2018,Michigan Restaurant Owner Refuses to Take Down Flags Honoring Fallen Officers https://t.co/voWOs57FQ8,0.2023,0.209,0.633,0.158,88
@FoxNews,Thu Apr 26 17:47:25 +0000 2018,JUST IN: Jury reaches verdict in Cosby sexual assault trial https://t.co/wJeKC8ImUo,-0.4588,0.192,0.548,0.26,89
@FoxNews,Thu Apr 26 17:31:10 +0000 2018,Mike Pompeo picked as Trump's new secretary of state: What to know about him https://t.co/AfBXeY6sMv,0.0,0.0,1.0,0.0,90
@FoxNews,Thu Apr 26 17:14:44 +0000 2018,".@JerryMoran: ""It's difficult to make a decision what the truth is when you have somebody with allegations but no p… https://t.co/TRvIGqNb6N",-0.4404,0.071,0.733,0.196,91
@FoxNews,Thu Apr 26 17:07:08 +0000 2018,BREAKING NEWS: Senate confirms Mike Pompeo as secretary of state in 57-42 vote https://t.co/8fRaf4pqGk,0.0,0.0,1.0,0.0,92
@FoxNews,Thu Apr 26 17:04:47 +0000 2018,".@SenWarren: ""Mike Pompeo's completely unfit to serve as America's chief diplomat."" https://t.co/zD1Ugp5agM",0.0,0.0,1.0,0.0,93
@FoxNews,Thu Apr 26 17:00:36 +0000 2018,"On @foxandfriends, @TomiLahren  called for ""merit-based immigration"" in reaction to a report that a caravan of asyl… https://t.co/GC59zzVcPB",0.0,0.0,1.0,0.0,94
@FoxNews,Thu Apr 26 16:57:51 +0000 2018,BREAKING NEWS: Senate has votes to confirm Mike Pompeo. https://t.co/rFYH4i2UVY,0.0,0.0,1.0,0.0,95
@FoxNews,Thu Apr 26 16:57:18 +0000 2018,RT @FoxBusiness: State average for regular gas above $3 per gallon: https://t.co/woDjW902UP,0.0,0.0,1.0,0.0,96
@FoxNews,Thu Apr 26 16:57:16 +0000 2018,RT @FoxBusiness: Gas national average: https://t.co/0TJh3pRPB4,0.0,0.0,1.0,0.0,97
@FoxNews,Thu Apr 26 16:57:13 +0000 2018,RT @FoxBusiness: Can the WWE change Saudi Arabia's views on women?   https://t.co/t4PfIcsI1e,0.0,0.0,1.0,0.0,98
